XYDATA,BFII_lipid-000_12-15-25-1,BFII_lipid-004_12-15-25-1,BFII_lipid-008_12-15-25-1,BFII_lipid-012_12-15-25-1,BFII_lipid-016_12-15-25-1,BFII_lipid-020_12-15-25-1,BFII_lipid-024_12-15-25-1,BFII_lipid-028_12-15-25-1,BFII_lipid-032_12-15-25-1,BFII_lipid-036_12-15-25-1,BFII_lipid-040_12-15-25-1
389.5000,1385.82,1319.67,1288.18,1132.08,1169.72,1152.81,1127.76,1102.14,1079.64,1055.23,1019.66
390.0000,1361.27,1297.7,1265.85,1112.45,1149.55,1132.15,1107.98,1082.59,1060.2,1036.43,1001.62
390.5000,1343.84,1280.32,1249.31,1097.93,1134.69,1117.86,1093.26,1068.49,1046.39,1022.92,988.443
391.0000,1320.5,1258.18,1227.19,1078.83,1114.28,1098.28,1073.84,1049.77,1027.42,1005.08,970.981
391.5000,1298.72,1238.1,1207.49,1061.02,1096.1,1080.59,1056.06,1031.74,1010.28,988.223,954.706
392.0000,1279.13,1219.79,1189.5,1045.48,1079.52,1064.73,1039.79,1015.78,994.738,973.601,940.638
392.5000,1255.78,1197.81,1168.14,1026.52,1059.61,1044.78,1020.92,997.481,976.274,955.627,923.269
393.0000,1240.22,1181.28,1151.27,1012.18,1045.02,1030.36,1006.4,983.724,962.41,942.424,910.283
393.5000,1217.64,1160.86,1130.15,993.259,1026,1011,987.768,965.114,944.679,924.519,893.526
394.0000,1197.11,1141.19,1111.51,976.912,1008.46,993.045,970.526,948.915,928.111,909.144,878.389
394.5000,1178.47,1123.77,1094.63,961.982,992.416,976.936,955.227,933.898,913.571,894.462,864.666
395.0000,1156.87,1103.14,1074.43,944.091,973.383,958.923,937.18,916.318,896.38,877.093,848.268
395.5000,1137.15,1083.78,1056.02,927.659,956.089,941.709,920.709,900.11,880.599,861.79,833.356
396.0000,1119.66,1066.88,1039.24,912.521,940.889,926.565,905.719,885.265,866.308,848.045,819.881
396.5000,1097.71,1046.17,1019.42,894.737,922.799,908.812,888.265,868.893,849.536,831.155,803.981
397.0000,1081.71,1031.41,1005.11,881.78,909.465,895.447,875.62,856.408,836.998,818.949,792.428
397.5000,1061.18,1011.55,986.254,864.415,891.927,877.585,858.786,839.528,820.87,802.523,776.806
398.0000,1042.61,993.362,968.401,848.868,876.039,861.845,843.2,824.268,805.747,787.957,762.729
398.5000,1026.03,977.379,951.872,835.014,861.268,847.773,829.301,810.513,792.588,775.178,750.041
399.0000,1006.18,957.925,933.098,818.149,843.914,830.321,812.849,793.86,776.958,759.639,734.843
399.5000,988.3,940.296,916.2,802.653,828.851,814.735,797.473,779.51,762.547,745.674,721.609
400.0000,971.985,924.565,901.162,789.058,814.824,800.559,783.765,766.314,749.553,733.151,709.2
400.5000,955.443,909.21,886.637,776.189,801.418,787.147,770.248,753.312,736.695,720.896,696.912
401.0000,937.197,892.506,870.476,762.329,786.497,772.858,755.417,739.207,723.117,707.073,683.984
401.5000,918.16,874.647,852.674,746.575,770.417,757.528,739.967,724.415,708.638,692.385,670.049
402.0000,901.008,858.601,836.49,732.103,756.504,742.682,726.027,710.839,694.999,679.118,657.59
402.5000,885.664,844.154,821.659,719.518,743.746,729.695,713.463,698.727,682.424,667.153,646.01
403.0000,867.791,827.156,805.02,704.602,728.536,714.34,698.973,684.247,668.719,653.241,633.141
403.5000,851.199,811.452,789.922,690.716,714.268,700.508,685.46,670.822,655.833,640.667,620.726
404.0000,836.677,797.632,776.064,678.478,701.7,688.371,673.414,658.973,644.497,629.673,609.625
404.5000,822.679,783.513,762.396,666.506,689.37,676.222,661.537,647.51,633.024,618.458,599.04
405.0000,806.493,768.377,747.46,653.889,675.762,662.939,648.931,634.888,620.433,606.775,588.044
405.5000,789.796,752.359,731.803,640.323,661.647,649.088,634.648,620.856,607.073,593.97,575.587
406.0000,776.07,738.87,718.858,629.159,650.034,637.51,623.378,610.045,596.192,583.427,565.461
406.5000,761.053,724.115,704.258,617.124,637.433,625.216,611.35,598.246,584.391,571.908,554.219
407.0000,744.947,708.832,689.665,603.823,623.731,611.687,598.422,585.577,571.8,559.559,542.376
407.5000,730.286,694.689,676.112,591.793,611.348,599.56,586.466,573.739,560.918,548.855,531.524
408.0000,717.04,682.477,663.887,580.98,600.368,589.034,576.049,563.309,550.754,539.211,521.738
408.5000,701.35,667.711,649.439,568.367,587.455,575.737,563.649,551.22,538.705,527.136,510.384
409.0000,689.449,656.662,638.372,558.949,577.723,565.705,554.159,542.18,529.667,518.422,502.074
409.5000,674.692,642.436,624.304,546.614,565.269,553.145,542.185,530.487,518.373,506.827,490.874
410.0000,662.428,630.805,612.999,536.704,554.603,543.135,532.144,520.924,509.578,497.823,481.889
410.5000,649.069,617.973,600.778,525.701,543.498,531.996,521.439,509.937,499.665,487.715,472.239
411.0000,634.732,604.754,587.483,514.198,531.165,520.052,510.027,498.775,488.742,477.105,461.901
411.5000,622.564,593.007,576.351,504.247,521.181,510.551,500.758,489.772,479.756,468.038,452.95
412.0000,609.963,580.742,564.197,493.821,510.86,500.412,490.664,479.991,470.023,458.454,443.479
412.5000,596.174,567.407,551.631,482.643,500.021,489.345,480.073,469.206,459.84,448.538,433.623
413.0000,583.979,555.73,539.962,473.128,490.145,479.213,469.974,460.086,450.442,439.363,424.733
413.5000,572.822,545.427,530.008,464.382,480.907,470.311,461.438,451.583,442.332,431.259,416.848
