XYDATA,TRP_lipid-000_12-11-25-1,TRP_lipid-005_12-11-25-1,TRP_lipid-010_12-11-25-1,TRP_lipid-015_12-11-25-1,TRP_lipid-020_12-11-25-1,TRP_lipid-025_12-11-25-1,TRP_lipid-030_12-11-25-1,TRP_lipid-035_12-11-25-1,TRP_lipid-040_12-11-25-1,TRP_lipid-045_12-11-25-1,TRP_lipid-050_12-11-25-1
346.0000,2819.41,2743.35,2717.56,2669.75,2627.63,2570.88,2559.37,2525.4,2500.06,2459.82,2422.52
346.5000,2839.69,2763.22,2736.56,2688.38,2644.91,2588.04,2576.54,2542.57,2517.2,2475.77,2439.11
347.0000,2854.4,2777.94,2750.91,2702.45,2658.61,2602.46,2590.97,2556.31,2530.42,2489.87,2451.96
347.5000,2869.87,2792.64,2765.53,2717.08,2672.66,2617.7,2605.11,2570.87,2544.31,2504.13,2466.57
348.0000,2883.11,2805.6,2779.09,2730.77,2686.19,2630.09,2616.82,2583.53,2556.3,2515.78,2478.09
348.5000,2896.68,2819.35,2793.03,2744.28,2698.84,2643.32,2628.84,2595.95,2569.16,2528.41,2490.76
349.0000,2908.5,2830.29,2803.73,2755.5,2709.85,2654.03,2639.84,2606.73,2580.38,2539,2501.1
349.5000,2921.83,2842.63,2814.49,2767.07,2721.2,2665.65,2650.49,2617.77,2590.96,2550.09,2512.07
350.0000,2933.13,2854.36,2827,2777.86,2732.77,2677.51,2662.03,2629.36,2601.66,2561.27,2523.5
350.5000,2942.95,2863.29,2836.22,2786.75,2741.78,2686.11,2670.55,2637.42,2610.31,2569.27,2531.28
351.0000,2951.45,2871.13,2845.38,2795.06,2749.95,2695,2680.14,2646,2619.13,2577.89,2540.16
351.5000,2959.42,2878.43,2852.94,2802.64,2757.67,2702.45,2687.25,2652.52,2626.18,2584.08,2547
352.0000,2967.14,2885.49,2860.21,2810.5,2764.85,2709.8,2694.4,2660.29,2633.41,2591.1,2553.95
352.5000,2973.07,2891.15,2866.5,2816.96,2770.25,2715.65,2700.47,2666.47,2639.27,2597.46,2558.92
353.0000,2979.36,2897.17,2872.63,2823.62,2776.63,2720.88,2705.8,2671.77,2643.61,2603.64,2563.95
353.5000,2984.45,2901.48,2877,2828.3,2781.28,2724.58,2709.76,2676.32,2648.11,2608.1,2567.75
354.0000,2989.08,2906.56,2881.66,2832.23,2785.5,2729.05,2714.15,2680.58,2652.4,2612.51,2572.11
354.5000,2993.48,2909.74,2885.22,2836.41,2789.08,2732.47,2717.43,2684.02,2655.89,2616.71,2575.28
355.0000,2996.27,2912.07,2888.25,2838.62,2791.94,2734.86,2720.24,2686.7,2658.13,2618.46,2577.86
355.5000,2998.83,2913.87,2890.04,2840.6,2794.14,2736.09,2722.33,2689.39,2660.01,2620.2,2579.84
356.0000,2999.73,2914.82,2891.89,2841.35,2795.19,2736.13,2723.39,2691.08,2662.02,2621.92,2581.71
356.5000,3000.53,2915.84,2893.31,2840.89,2796.78,2736.15,2724.34,2691.78,2662.57,2622.96,2583.13
357.0000,3001.06,2914.95,2893.15,2840.87,2796.39,2736.39,2724.58,2691.31,2662.64,2623.42,2582.82
357.5000,3001.09,2914.09,2892.04,2841.24,2795.44,2736.5,2724.23,2690.57,2662.47,2623,2582.35
358.0000,2999.27,2912.55,2890.52,2838.77,2793.54,2734.41,2722.7,2689.45,2661.43,2621.48,2581.16
358.5000,2997.32,2909.77,2887.9,2836.5,2791,2732.73,2720.25,2687.25,2659.37,2619.44,2579.19
359.0000,2994.31,2907.34,2885.48,2834.41,2788.62,2730.61,2717.75,2685.05,2656.81,2617.3,2576.99
359.5000,2991.06,2903.63,2881.96,2830.72,2785.42,2728.11,2714.58,2680.97,2654.45,2613.47,2573.82
360.0000,2987.46,2899.36,2878.61,2827.48,2782.45,2724.31,2710.99,2677.28,2651.63,2609.76,2569.85
360.5000,2982.04,2894.04,2873.74,2823.09,2777.98,2720.5,2707.64,2673.15,2646.92,2605.31,2566.34
361.0000,2976.12,2889.03,2868.52,2817.85,2772.7,2715.82,2703.56,2668.53,2642.63,2600.36,2561.97
361.5000,2968.95,2882.15,2861.9,2812.08,2764.9,2709.88,2697.38,2661.91,2637.44,2593.65,2556.27
